title,content,excerpt,tags,readingTime,views,likesCount,status,difficulty
error: undefined method `first' for nil:NilClass,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",error: undefined method `first' for nil:NilClass,14,5702,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",error: undefined method `first' for nil:NilClass,9,3043,429,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",error: undefined method `first' for nil:NilClass,13,4281,242,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",error: undefined method `first' for nil:NilClass,17,3944,359,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",error: undefined method `first' for nil:NilClass,20,425,261,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",error: undefined method `first' for nil:NilClass,3,6023,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.","Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",error: undefined method `first' for nil:NilClass,17,6267,495,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",error: undefined method `first' for nil:NilClass,13,4473,199,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,error: undefined method `first' for nil:NilClass,11,7402,341,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,error: undefined method `first' for nil:NilClass,19,3129,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Duis at velit eu est congue elementum.,error: undefined method `first' for nil:NilClass,9,7531,421,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",error: undefined method `first' for nil:NilClass,5,9462,201,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Sed accumsan felis.,error: undefined method `first' for nil:NilClass,16,4352,323,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",error: undefined method `first' for nil:NilClass,20,7319,308,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.","Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",error: undefined method `first' for nil:NilClass,19,7155,231,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",error: undefined method `first' for nil:NilClass,17,6031,240,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.","Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",error: undefined method `first' for nil:NilClass,18,1607,376,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Integer ac neque.,error: undefined method `first' for nil:NilClass,9,1615,278,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",error: undefined method `first' for nil:NilClass,18,7787,164,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Aenean auctor gravida sem.,error: undefined method `first' for nil:NilClass,6,5606,477,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.","Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",error: undefined method `first' for nil:NilClass,16,7154,188,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",error: undefined method `first' for nil:NilClass,19,8373,399,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Quisque ut erat.,error: undefined method `first' for nil:NilClass,3,4043,198,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Curabitur in libero ut massa volutpat convallis.,error: undefined method `first' for nil:NilClass,11,3470,117,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",error: undefined method `first' for nil:NilClass,11,4631,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,In hac habitasse platea dictumst.,error: undefined method `first' for nil:NilClass,3,1028,396,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",error: undefined method `first' for nil:NilClass,14,2018,310,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",error: undefined method `first' for nil:NilClass,6,9384,488,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",error: undefined method `first' for nil:NilClass,6,7217,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",error: undefined method `first' for nil:NilClass,16,7086,381,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",error: undefined method `first' for nil:NilClass,15,4151,413,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Phasellus in felis. Donec semper sapien a libero. Nam dui.,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",error: undefined method `first' for nil:NilClass,10,9842,220,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,error: undefined method `first' for nil:NilClass,11,6018,423,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Donec vitae nisi.,error: undefined method `first' for nil:NilClass,3,5404,299,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,error: undefined method `first' for nil:NilClass,17,9518,314,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.","Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.",error: undefined method `first' for nil:NilClass,17,3170,302,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",error: undefined method `first' for nil:NilClass,13,1066,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Nulla suscipit ligula in lacus.,error: undefined method `first' for nil:NilClass,18,5775,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",error: undefined method `first' for nil:NilClass,12,6417,371,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.","Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",error: undefined method `first' for nil:NilClass,20,5655,299,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Aliquam non mauris.,error: undefined method `first' for nil:NilClass,12,1012,381,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",error: undefined method `first' for nil:NilClass,20,5214,473,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",error: undefined method `first' for nil:NilClass,13,6198,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,error: undefined method `first' for nil:NilClass,18,4288,451,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Etiam vel augue. Vestibulum rutrum rutrum neque.,error: undefined method `first' for nil:NilClass,20,5390,208,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",error: undefined method `first' for nil:NilClass,8,8360,231,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,In congue. Etiam justo.,error: undefined method `first' for nil:NilClass,14,2208,245,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Donec dapibus.,error: undefined method `first' for nil:NilClass,7,661,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
error: undefined method `first' for nil:NilClass,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",error: undefined method `first' for nil:NilClass,14,7655,385,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
